time;ax;ay;az;aT
3.284000;0.0126;-0.0110;0.4709;0.471
3.294000;-0.0162;0.0471;0.4796;0.482
3.304000;-0.0849;0.0456;0.4152;0.426
3.318000;-0.1693;0.0421;0.3532;0.394
3.324000;-0.2147;0.0587;0.2984;0.372
3.364000;-0.2317;0.0593;0.2807;0.369
3.366000;-0.2483;0.0696;0.2713;0.374
3.367000;-0.2669;0.0417;0.3085;0.410
3.367000;-0.2650;0.0272;0.2954;0.398
3.374000;-0.2360;0.0223;0.2930;0.377
3.384000;-0.2215;-0.0165;0.2787;0.356
3.395000;-0.2013;-0.0337;0.2453;0.319
3.404000;-0.1847;-0.0013;0.2107;0.280
3.419000;-0.1408;0.0366;0.1414;0.203
3.424000;-0.0824;0.0544;0.1128;0.150
3.469000;-0.0672;0.0357;0.0709;0.104
3.470000;-0.0423;0.0468;0.0638;0.090
3.471000;-0.0240;0.0495;0.1045;0.118
3.471000;-0.0315;0.0326;0.1596;0.166
3.474000;-0.0231;0.0492;0.1968;0.204
3.484000;-0.0030;0.0568;0.1789;0.188
3.494000;0.0515;0.0446;0.1167;0.135
3.504000;0.0853;0.0475;0.0317;0.103
3.518000;0.0993;0.0650;0.0365;0.124
3.524000;0.0964;0.0573;0.0545;0.125
3.564000;0.0235;0.0247;0.0270;0.043
3.566000;-0.0176;0.0054;0.0138;0.023
3.567000;-0.0188;-0.0313;-0.0184;0.041
3.568000;-0.0075;-0.0527;-0.0040;0.053
3.574000;-0.0046;-0.0399;0.0067;0.041
3.584000;-0.0077;-0.0302;0.0151;0.035
3.594000;0.0026;0.0252;0.0353;0.043
3.604000;0.0176;0.0734;0.0041;0.076
3.619000;0.0294;0.0959;-0.0690;0.122
3.624000;-0.0065;0.0942;-0.1313;0.162
3.660000;-0.0033;0.0953;-0.1541;0.181
3.662000;0.0183;0.0762;-0.0764;0.109
3.662000;0.0382;0.0410;0.0540;0.078
3.664000;0.0347;0.0255;0.2047;0.209
3.674000;0.0213;0.0477;0.2955;0.300
3.684000;0.0323;0.0668;0.3325;0.341
3.694000;0.0269;0.0905;0.3048;0.319
3.703000;0.0138;0.1028;0.2616;0.281
3.718000;-0.0062;0.1260;0.2221;0.255
3.724000;0.0002;0.1464;0.1502;0.210
3.754000;-0.0058;0.1190;0.1896;0.224
3.756000;-0.0284;0.0997;0.2494;0.270
3.757000;-0.0780;0.0920;0.3271;0.349
3.764000;-0.0690;0.1217;0.2935;0.325
3.774000;-0.0761;0.1332;0.2097;0.260
3.785000;-0.0733;0.1089;0.0984;0.164
3.794000;-0.0717;0.0656;0.0375;0.104
3.804000;-0.0722;0.0117;0.0208;0.076
3.819000;-0.0921;-0.0562;0.0795;0.134
3.824000;-0.1139;-0.0916;0.1943;0.243
3.860000;-0.1533;-0.0995;0.2554;0.314
3.862000;-0.1833;-0.0844;0.2734;0.340
3.862000;-0.1376;-0.0720;0.2423;0.288
3.864000;-0.0850;-0.0657;0.2233;0.248
3.874000;-0.0625;-0.0638;0.1659;0.188
3.884000;-0.0909;-0.0633;0.1696;0.203
3.894000;-0.1279;-0.0470;0.1469;0.200
3.904000;-0.1368;-0.0340;0.1338;0.194
3.919000;-0.1645;-0.0398;0.1541;0.229
3.924000;-0.1647;-0.0644;0.1481;0.231
3.969000;-0.0983;-0.0754;0.1097;0.165
3.970000;-0.0312;-0.0710;0.0176;0.079
3.972000;-0.0139;-0.0717;-0.0363;0.082
3.973000;-0.0209;-0.0618;-0.0650;0.092
3.975000;-0.0235;-0.0431;-0.0770;0.091
3.985000;-0.0045;-0.0262;0.0044;0.027
3.994000;0.0169;-0.0065;0.0187;0.026
4.004000;0.0069;0.0241;0.0437;0.050
4.019000;-0.0265;0.0403;0.0664;0.082
4.024000;-0.0729;0.0711;0.0304;0.106
4.066000;-0.0831;0.0985;0.0412;0.135
4.068000;-0.0612;0.0774;0.0245;0.102
4.069000;-0.0010;0.0770;0.0293;0.082
4.070000;0.0536;0.0499;0.1466;0.164
4.074000;0.0706;0.0136;0.2519;0.262
4.084000;0.0936;-0.0001;0.3368;0.350
4.094000;0.1091;-0.0026;0.3667;0.383
4.104000;0.1091;-0.0208;0.3642;0.381
4.119000;0.1181;-0.0152;0.2983;0.321
4.124000;0.1578;0.0083;0.2480;0.294
4.169000;0.1973;-0.0052;0.2107;0.289
4.170000;0.2491;0.0222;0.2464;0.351
4.171000;0.2545;0.0261;0.2941;0.390
4.172000;0.2613;0.0175;0.3669;0.451
4.174000;0.2192;-0.0166;0.4027;0.459
4.184000;0.1621;-0.0164;0.4349;0.464
4.194000;0.1247;-0.0670;0.4874;0.508
4.204000;0.1057;-0.0888;0.5377;0.555
4.220000;0.0642;-0.0672;0.5197;0.528
4.224000;0.0039;-0.0125;0.4839;0.484
4.259000;-0.0846;0.0441;0.1931;0.215
4.260000;-0.1669;0.1241;0.1933;0.284
4.261000;-0.1995;0.2550;-0.0411;0.326
4.268000;-0.1940;0.2732;-0.1127;0.354
4.274000;-0.1822;0.2276;-0.0779;0.302
4.284000;-0.1609;0.1443;0.0767;0.229
4.294000;-0.1433;0.0538;0.2539;0.297
4.304000;-0.1575;-0.0146;0.4120;0.441
4.320000;-0.1299;-0.0384;0.4491;0.469
4.324000;-0.0164;-0.0476;0.3103;0.314
4.360000;0.0442;0.0452;0.1727;0.184
4.362000;0.0932;0.0802;0.1368;0.184
4.364000;0.1808;0.1765;0.0195;0.253
4.365000;0.0175;0.1030;0.0805;0.132
4.374000;-0.2041;-0.0326;-0.1998;0.287
4.384000;-0.3325;-0.0067;-0.2538;0.418
4.394000;-0.3060;0.0247;-0.1666;0.349
4.404000;-0.4065;-0.0082;-0.1991;0.453
4.420000;-0.2657;-0.0205;-0.1311;0.297
4.424000;0.0256;-0.0551;0.1080;0.124
4.456000;0.2216;-0.1066;0.3363;0.417
4.458000;0.2707;-0.1833;0.4498;0.556
4.459000;0.2403;-0.2369;0.4376;0.553
4.468000;0.1972;-0.2140;0.3718;0.472
4.475000;0.1492;-0.1694;0.2330;0.324
4.484000;0.0214;-0.1501;0.0835;0.173
4.494000;-0.1129;-0.1819;-0.0791;0.228
4.504000;-0.1289;-0.1776;-0.1231;0.252
4.519000;-0.0447;-0.1124;-0.1360;0.182
4.524000;0.0691;-0.0115;-0.0543;0.089
4.556000;0.0913;-0.0029;-0.0110;0.092
4.557000;0.0790;0.0287;-0.0311;0.090
4.558000;0.0342;0.0509;0.0205;0.065
4.566000;-0.0225;0.0291;0.0445;0.058
4.574000;-0.0551;-0.0082;0.0829;0.100
4.584000;-0.0509;-0.0373;0.1416;0.155
4.594000;-0.0591;-0.0532;0.0723;0.107
4.604000;-0.0155;-0.0187;0.0280;0.037
4.620000;-0.0126;-0.0219;-0.0223;0.034
4.624000;-0.0357;-0.0204;-0.0008;0.041
4.663000;-0.0685;-0.0105;0.0686;0.097
4.664000;-0.0995;-0.0198;0.1032;0.145
4.665000;-0.1090;-0.0076;0.1044;0.151
4.666000;-0.0904;0.0223;0.1068;0.142
4.674000;-0.0664;0.0323;0.0206;0.077
4.684000;-0.0632;0.0527;-0.0057;0.083
4.694000;-0.0744;0.0483;0.0339;0.095
4.704000;-0.0677;0.0556;0.1045;0.136
4.721000;-0.0790;0.0946;0.1620;0.204
4.725000;-0.0676;0.1196;0.1262;0.187
4.760000;-0.0010;0.1110;0.0496;0.122
4.762000;0.0693;0.1298;0.0078;0.147
4.764000;0.0968;0.1206;-0.0388;0.159
4.765000;0.0856;0.1034;-0.0316;0.138
4.774000;0.0712;0.0786;0.0463;0.116
4.784000;0.0344;0.0495;0.1685;0.179
4.794000;0.0054;0.0202;0.2893;0.290
4.804000;0.0047;0.0176;0.3778;0.378
4.821000;0.0233;0.0349;0.4184;0.420
4.824000;0.0658;0.0664;0.3477;0.360
4.865000;0.0803;0.1028;0.2482;0.280
4.867000;0.0678;0.1032;0.1631;0.205
4.869000;0.0766;0.1162;0.1582;0.211
4.870000;0.0735;0.1187;0.2168;0.258
4.874000;0.0367;0.1363;0.2215;0.263
4.884000;0.0168;0.1383;0.1842;0.231
4.894000;0.0433;0.1444;0.0680;0.165
4.904000;0.0728;0.1542;0.0308;0.173
4.921000;0.0627;0.1075;-0.0124;0.125
4.925000;-0.0731;0.0102;0.1502;0.167
4.972000;-0.0879;-0.0148;0.2578;0.273
4.974000;-0.0547;-0.0020;0.3080;0.313
4.975000;0.0105;0.0345;0.2073;0.210
4.976000;0.0622;0.0895;0.1163;0.159
4.977000;0.0588;0.1293;-0.0214;0.144
4.984000;0.0470;0.1560;-0.0908;0.187
4.994000;0.0353;0.1512;-0.1555;0.220
5.004000;-0.0385;0.1075;-0.1794;0.213
5.023000;-0.0723;0.0842;-0.1303;0.171
5.025000;-0.0574;0.0582;-0.0167;0.083
5.055000;-0.0364;0.0395;0.1161;0.128
5.056000;-0.0998;0.0419;0.3182;0.336
5.057000;-0.1365;0.0185;0.4725;0.492
5.065000;-0.1527;0.0115;0.5515;0.572
5.073000;-0.0966;0.0590;0.4868;0.500
5.083000;-0.0410;0.0966;0.3169;0.334
5.094000;-0.0169;0.1147;0.1086;0.159
5.104000;-0.0525;0.1201;0.0297;0.134
5.119000;-0.1084;0.1539;0.0261;0.190
5.124000;-0.1481;0.1529;0.0572;0.220
5.154000;-0.1568;0.1404;0.0895;0.229
5.155000;-0.1646;0.1373;0.1039;0.238
5.156000;-0.1682;0.1408;0.1290;0.255
5.163000;-0.1507;0.1429;0.0871;0.225
5.174000;-0.1434;0.1485;0.0764;0.220
5.183000;-0.1299;0.1629;0.0333;0.211
5.194000;-0.1587;0.2004;0.0286;0.257
5.204000;-0.1854;0.1974;0.0106;0.271
5.214000;-0.2216;0.1605;0.0370;0.276
5.225000;-0.2121;0.1435;0.0574;0.262
5.265000;-0.1719;0.1798;0.1424;0.287
5.267000;-0.1102;0.2107;0.1891;0.304
5.268000;-0.0211;0.2729;0.1519;0.313
5.269000;0.0010;0.2970;0.1399;0.328
5.274000;-0.0171;0.3161;0.1039;0.333
5.284000;-0.0233;0.3250;0.1135;0.345
5.294000;-0.0298;0.3445;0.1303;0.370
5.304000;-0.0340;0.3510;0.1482;0.383
5.315000;-0.0213;0.3424;0.2225;0.409
5.326000;-0.0049;0.3534;0.2884;0.456
5.368000;0.0055;0.3885;0.2537;0.464
5.370000;0.0220;0.3974;0.2239;0.457
5.371000;-0.0103;0.3667;0.1318;0.390
5.371000;-0.0195;0.3365;0.0566;0.342
5.374000;-0.0293;0.3095;0.1023;0.327
5.384000;-0.0447;0.2543;0.0930;0.274
5.394000;-0.0369;0.1847;0.1422;0.236
5.404000;-0.0359;0.0952;0.2368;0.258
5.414000;-0.0473;0.0196;0.2632;0.268
5.424000;-0.0517;-0.0018;0.2596;0.265
5.456000;-0.0441;-0.0037;0.1579;0.164
5.458000;-0.0480;-0.0127;-0.0240;0.055
5.459000;-0.0117;-0.0043;-0.2298;0.230
5.464000;0.0150;0.0014;-0.3435;0.344
5.474000;0.0120;0.0042;-0.4188;0.419
5.484000;0.0446;0.0545;-0.4571;0.462
5.494000;0.0822;0.1148;-0.3840;0.409
5.504000;0.1304;0.1504;-0.2738;0.338
5.514000;0.2392;0.1629;-0.2474;0.381
